Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,State
2010-04-01,Cairns,22.9,26.8,12.8,4.0,0.1,S,41.0,S,SE,20.0,15.0,84.0,94.0,1011.7,1009.8,8.0,8.0,25.5,24.5,True,True,Queensland
2010-04-01,Gold Coast,20.4,26.2,17.2,,,SSE,41.0,S,SE,24.0,28.0,80.0,73.0,1016.3,1013.9,,,23.5,25.3,True,False,Queensland
2010-04-01,Townsville,22.9,27.7,13.6,4.0,0.0,SE,28.0,SE,SSE,13.0,13.0,79.0,74.0,1013.8,1011.2,8.0,8.0,25.5,26.6,True,False,Queensland
2010-04-01,Adelaide,14.1,29.0,0.0,5.0,9.7,SE,30.0,,WSW,0.0,11.0,55.0,28.0,1020.8,1018.6,,,17.6,28.5,False,False,South Australia
2010-04-01,Mount Gambier,9.4,21.5,0.0,2.4,6.8,S,35.0,SSW,S,6.0,26.0,94.0,54.0,1022.4,1021.3,7.0,8.0,14.0,20.5,False,False,South Australia
2010-04-01,Nuriootpa,9.7,26.7,0.0,5.8,9.1,SE,35.0,E,ENE,11.0,13.0,57.0,29.0,1021.4,1019.4,3.0,6.0,16.5,25.3,False,False,South Australia
2010-04-01,Woomera,16.5,32.2,0.0,,,N,24.0,NE,WNW,4.0,7.0,39.0,19.0,1019.5,1017.5,5.0,6.0,20.9,31.0,False,False,South Australia
2010-04-01,Albany,14.7,19.6,0.4,3.6,0.4,,,SE,ESE,30.0,30.0,86.0,90.0,1022.5,1018.3,8.0,8.0,17.0,18.6,False,True,Western Australia
2010-04-01,Witchcliffe,12.5,22.9,0.0,,,E,39.0,SE,ESE,19.0,17.0,57.0,52.0,1020.9,1016.0,,,18.2,21.7,False,False,Western Australia
2010-04-01,RAAF Base Pearce,17.3,30.7,0.0,,10.9,ESE,46.0,ESE,ESE,20.0,24.0,52.0,31.0,1015.3,1010.5,1.0,,21.7,29.7,False,False,Western Australia
2010-04-01,Perth Airport,17.4,29.8,0.0,6.0,10.9,SE,52.0,ESE,ESE,26.0,19.0,53.0,34.0,1015.8,1011.0,1.0,1.0,21.5,29.5,False,False,Western Australia
2010-04-01,Perth,17.3,29.5,0.0,6.0,10.9,SE,35.0,ESE,SSE,17.0,11.0,55.0,35.0,1015.4,1010.7,1.0,1.0,21.2,29.3,False,False,Western Australia
2010-04-01,Salmon Gums,14.6,29.9,0.0,,,E,46.0,ESE,ENE,19.0,17.0,66.0,24.0,,,,,20.4,29.0,False,False,Western Australia
2010-04-01,North Walpole,13.8,18.1,0.0,,,ESE,41.0,ESE,ESE,17.0,19.0,72.0,95.0,1022.0,1018.0,,,16.8,16.6,False,True,Western Australia
2010-04-01,Hobart,10.4,20.8,0.0,3.2,6.5,S,44.0,NNW,SSW,15.0,4.0,76.0,49.0,1021.4,1019.5,5.0,6.0,14.0,19.4,False,False,Tasmania
2010-04-01,Launceston,11.4,21.5,0.0,,,N,24.0,ENE,N,6.0,11.0,90.0,59.0,1022.4,1020.2,,,13.5,20.5,False,False,Tasmania
2010-04-01,Alice Springs,15.3,30.0,0.0,9.2,10.9,ESE,48.0,E,ESE,19.0,26.0,48.0,20.0,1016.5,1012.4,3.0,2.0,23.1,29.5,False,False,Northern Territory
2010-04-01,Darwin,23.7,33.5,0.0,6.4,10.6,SSE,39.0,SSE,SSW,17.0,17.0,59.0,44.0,1008.7,1005.1,5.0,7.0,28.4,32.5,False,False,Northern Territory
2010-04-01,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2010-04-01,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2010-04-02,Albury Airport,10.0,25.1,0.0,,,SE,20.0,,S,0.0,6.0,78.0,42.0,1019.8,1017.4,,,15.3,24.4,False,False,New South Wales
2010-04-02,Badgerys Creek,13.0,24.8,0.2,,,ESE,28.0,SW,E,11.0,13.0,79.0,47.0,1020.6,1018.3,,,18.2,24.0,False,False,New South Wales
2010-04-02,Cobar,12.2,29.0,0.0,5.2,11.3,SW,26.0,WNW,WSW,2.0,15.0,51.0,21.0,1019.0,1016.0,1.0,1.0,19.0,27.9,False,False,New South Wales
2010-04-02,Coffs Harbour,15.6,25.5,0.0,4.2,9.4,SW,37.0,SW,SSE,20.0,22.0,66.0,55.0,1018.2,1016.2,1.0,2.0,21.2,24.6,False,False,New South Wales
2010-04-02,Moree,12.0,29.5,0.0,4.0,10.1,ENE,24.0,E,SW,13.0,7.0,72.0,31.0,1018.1,1014.4,6.0,2.0,18.9,28.0,False,False,New South Wales
2010-04-02,Newcastle,15.9,23.3,0.0,,,,,,SE,0.0,19.0,72.0,53.0,,,5.0,4.0,20.5,22.4,False,False,New South Wales
2010-04-02,Norah Head,16.5,22.3,0.0,,,S,46.0,WSW,S,7.0,33.0,78.0,67.0,1019.6,1018.2,,,18.7,21.4,False,False,New South Wales
2010-04-02,Norfolk Island,18.7,24.8,1.8,8.0,8.9,ENE,54.0,E,ENE,30.0,33.0,71.0,66.0,1018.7,1015.8,6.0,6.0,22.2,23.0,True,False,Island
2010-04-02,Penrith,14.9,25.4,0.0,,,ESE,24.0,,WSW,0.0,9.0,83.0,44.0,,,,,18.5,25.0,False,False,New South Wales
2010-04-02,Richmond RAAF,14.3,24.5,,,,ESE,31.0,,S,,13.0,85.0,44.0,1020.4,1018.0,,,17.5,24.1,,False,New South Wales
2010-04-02,Sydney,17.2,24.6,0.0,5.8,9.4,,,W,S,13.0,24.0,74.0,46.0,1019.9,1018.5,5.0,2.0,19.0,24.3,False,False,New South Wales
2010-04-02,Sydney Airport,17.2,22.2,0.0,5.8,9.4,S,46.0,SSW,S,26.0,31.0,64.0,58.0,1020.0,1018.6,6.0,1.0,20.0,21.6,False,False,New South Wales
2010-04-02,Wagga Wagga,10.2,26.0,0.0,3.6,11.0,ENE,24.0,E,E,11.0,7.0,79.0,39.0,1020.0,1017.1,0.0,2.0,15.1,25.2,False,False,New South Wales
2010-04-02,Williamtown,14.4,24.0,0.0,4.2,8.6,SSE,41.0,WNW,S,15.0,28.0,89.0,55.0,1019.4,1017.7,6.0,2.0,17.5,22.5,False,False,New South Wales
2010-04-02,Wollongong,17.0,21.5,0.0,,,SSE,46.0,SSW,SSE,22.0,31.0,61.0,64.0,1020.9,1019.0,,7.0,18.9,20.6,False,False,New South Wales
2010-04-02,Canberra,7.0,20.8,0.0,2.6,5.9,S,26.0,E,SW,4.0,7.0,89.0,46.0,1021.9,1018.8,7.0,1.0,11.3,19.9,False,False,New South Wales
2010-04-02,Tuggeranong,8.2,20.9,0.0,,,SE,24.0,SSE,NW,7.0,7.0,85.0,49.0,1021.3,1018.4,,,12.9,20.2,False,False,New South Wales
2010-04-02,Mount Ginini,,14.8,,,,,,,,,,,,,,,,,,,,New South Wales
2010-04-02,Ballarat,10.2,17.3,0.2,,,SSE,37.0,SSE,SSE,17.0,24.0,93.0,72.0,1022.6,1021.8,4.0,8.0,11.6,15.3,False,False,Victoria
2010-04-02,Bendigo,12.0,22.3,0.0,3.6,,SSE,43.0,S,SSE,17.0,17.0,79.0,42.0,1021.1,1019.6,1.0,3.0,15.5,21.8,False,False,Victoria
2010-04-02,Sale,11.1,19.6,0.0,2.4,0.2,ESE,24.0,W,E,9.0,7.0,88.0,64.0,1021.8,1020.7,6.0,8.0,16.1,18.8,False,False,Victoria
2010-04-02,Melbourne Airport,12.9,20.5,0.0,2.2,4.9,S,44.0,SSE,S,22.0,31.0,79.0,63.0,1022.3,1021.5,7.0,7.0,16.3,18.2,False,False,Victoria
2010-04-02,Melbourne,16.1,21.9,0.0,2.2,4.9,S,44.0,SSE,S,22.0,31.0,75.0,59.0,1022.0,1021.2,6.0,6.0,17.4,20.5,False,False,Victoria
2010-04-02,Mildura,11.5,25.6,0.0,7.2,11.1,SE,28.0,SSE,SW,13.0,19.0,83.0,33.0,1021.6,1019.5,0.0,0.0,14.0,24.0,False,False,Victoria
2010-04-02,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2010-04-02,Portland Airport,10.3,17.6,0.8,1.6,10.1,ESE,35.0,SSE,SSE,17.0,19.0,77.0,52.0,1024.9,1024.3,6.0,5.0,13.8,16.5,False,False,Victoria
2010-04-02,Watsonia,13.5,21.4,0.0,2.2,4.9,SSW,39.0,SSW,S,7.0,24.0,96.0,64.0,1022.0,1020.9,7.0,7.0,15.4,19.1,False,False,Victoria
2010-04-02,Dartmoor,10.5,20.3,0.2,1.6,10.1,SE,39.0,SSE,SW,20.0,22.0,91.0,55.0,1024.5,1023.3,,,14.0,19.3,False,False,Victoria
2010-04-02,Brisbane,19.7,27.9,0.0,4.0,9.0,E,31.0,SSE,ESE,9.0,17.0,65.0,53.0,1017.4,1014.4,3.0,5.0,25.4,27.0,False,False,Queensland
2010-04-02,Cairns,22.0,26.7,20.4,1.0,0.0,S,35.0,SE,S,13.0,13.0,82.0,80.0,1012.5,1009.6,7.0,8.0,24.0,25.1,True,True,Queensland
2010-04-02,Gold Coast,19.4,27.4,0.2,,,SSE,50.0,S,SSE,31.0,37.0,80.0,66.0,1017.4,1014.4,,,23.2,26.0,False,False,Queensland
2010-04-02,Townsville,22.3,29.5,0.2,2.2,4.6,ESE,37.0,ESE,E,11.0,28.0,65.0,66.0,1013.1,1010.4,7.0,7.0,25.9,28.9,False,False,Queensland
2010-04-02,Adelaide,16.1,26.7,0.0,,10.8,ESE,52.0,ESE,SE,9.0,9.0,54.0,33.0,1021.8,1019.2,,,17.7,26.0,False,False,South Australia
2010-04-02,Mount Gambier,10.4,20.1,0.4,1.6,10.1,S,39.0,SE,SSE,20.0,24.0,84.0,47.0,1024.9,1023.4,2.0,,15.0,18.9,False,False,South Australia
2010-04-02,Nuriootpa,12.4,23.9,0.0,4.4,10.6,SE,39.0,ESE,ESE,19.0,15.0,69.0,38.0,1022.7,1019.9,3.0,2.0,14.6,22.8,False,False,South Australia
2010-04-02,Woomera,16.3,32.0,0.0,11.8,11.0,NNE,30.0,ENE,NNE,2.0,6.0,29.0,12.0,1019.5,1016.5,2.0,1.0,21.3,31.5,False,False,South Australia
2010-04-02,Albany,16.5,19.5,38.0,3.4,2.0,,,E,E,26.0,31.0,97.0,91.0,1014.6,1008.6,8.0,8.0,18.2,19.0,True,True,Western Australia
2010-04-02,Witchcliffe,16.0,26.4,0.0,,,SSW,39.0,SE,SSW,17.0,20.0,71.0,64.0,1011.2,1008.5,,,19.9,23.0,False,False,Western Australia
2010-04-02,RAAF Base Pearce,16.4,31.4,0.0,,10.2,WNW,37.0,NNE,WSW,15.0,20.0,41.0,45.0,1007.9,1006.0,,,26.7,27.6,False,False,Western Australia
2010-04-02,Perth Airport,16.7,29.5,0.0,7.2,10.2,SW,37.0,NE,WSW,15.0,24.0,46.0,51.0,1008.3,1006.4,2.0,1.0,25.7,25.1,False,False,Western Australia
2010-04-02,Perth,16.7,28.5,0.0,7.2,10.2,SSW,37.0,NNE,WSW,4.0,15.0,54.0,55.0,1007.9,1006.3,2.0,1.0,24.7,24.6,False,False,Western Australia
2010-04-02,Salmon Gums,16.2,26.1,0.0,,,E,46.0,ENE,ENE,31.0,30.0,67.0,52.0,,,,,20.2,25.1,False,False,Western Australia
2010-04-02,North Walpole,15.7,23.7,1.6,,,ENE,43.0,E,ENE,17.0,17.0,90.0,67.0,1011.8,1007.4,,,17.8,23.3,True,False,Western Australia
2010-04-02,Hobart,9.8,15.2,1.0,3.8,0.3,SSW,31.0,SW,NE,17.0,7.0,62.0,50.0,1025.0,1024.0,7.0,7.0,11.5,14.7,False,False,Tasmania
2010-04-02,Launceston,12.8,17.7,0.2,,,SSE,37.0,SE,SSE,15.0,17.0,75.0,61.0,1023.7,1022.9,,,13.1,17.2,False,False,Tasmania
2010-04-02,Alice Springs,14.1,30.0,0.0,9.8,10.1,SE,48.0,E,E,11.0,28.0,50.0,29.0,1014.9,1011.0,3.0,1.0,21.3,29.7,False,False,Northern Territory
2010-04-02,Darwin,26.0,33.1,0.0,6.4,5.3,NW,48.0,SSW,W,13.0,26.0,75.0,80.0,1008.2,1006.5,6.0,7.0,29.9,26.8,False,True,Northern Territory
2010-04-02,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2010-04-02,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2010-04-03,Albury Airport,12.4,24.8,0.0,,,NE,26.0,,NE,0.0,11.0,71.0,41.0,1020.7,1018.4,,5.0,15.5,24.7,False,False,New South Wales
2010-04-03,Badgerys Creek,12.4,24.2,0.0,,,SE,39.0,SW,ENE,13.0,9.0,79.0,51.0,1022.2,1019.6,,,16.4,23.4,False,False,New South Wales
2010-04-03,Cobar,14.1,29.6,0.0,5.8,6.4,W,33.0,ENE,ESE,15.0,7.0,53.0,26.0,1018.6,1015.5,1.0,7.0,19.2,28.9,False,False,New South Wales
2010-04-03,Coffs Harbour,17.9,25.5,0.4,6.0,10.7,S,52.0,WSW,SSE,17.0,24.0,50.0,48.0,1019.6,1017.0,1.0,1.0,21.6,24.9,False,True,New South Wales
2010-04-03,Moree,14.7,30.0,0.0,5.0,10.2,N,31.0,ENE,NE,13.0,6.0,64.0,40.0,1018.6,1014.9,1.0,,21.2,27.2,False,False,New South Wales
2010-04-03,Newcastle,13.3,24.3,0.0,,,,,SW,SW,6.0,9.0,73.0,56.0,,,1.0,2.0,19.4,22.8,False,False,New South Wales
2010-04-03,Norah Head,15.8,22.5,0.0,,,S,52.0,SW,S,9.0,20.0,73.0,66.0,1021.0,1019.5,,,19.4,22.2,False,True,New South Wales
2010-04-03,Norfolk Island,19.1,24.6,0.4,5.6,10.7,E,35.0,ESE,E,22.0,22.0,72.0,67.0,1014.7,1011.7,5.0,3.0,22.4,23.7,False,False,Island
2010-04-03,Penrith,13.8,25.5,0.0,,,SE,41.0,SSE,SE,9.0,15.0,78.0,52.0,,,,,17.7,24.7,False,False,New South Wales
2010-04-03,Richmond RAAF,13.9,24.5,0.0,,,SE,44.0,ENE,E,2.0,19.0,75.0,55.0,1022.1,1019.3,,,17.7,23.6,False,False,New South Wales
2010-04-03,Sydney,15.9,24.0,0.0,6.6,7.2,,,WNW,SE,17.0,15.0,72.0,56.0,1021.4,1020.0,2.0,3.0,18.6,22.1,False,True,New South Wales
2010-04-03,Sydney Airport,16.4,22.3,0.0,6.6,7.2,SE,44.0,W,S,13.0,24.0,73.0,63.0,1021.5,1020.3,3.0,3.0,19.0,21.2,False,True,New South Wales
2010-04-03,Wagga Wagga,10.6,25.1,0.0,3.8,9.6,ENE,44.0,E,NE,7.0,13.0,61.0,41.0,1020.7,1018.0,1.0,6.0,16.9,24.9,False,False,New South Wales
2010-04-03,Williamtown,13.0,24.2,0.2,5.2,9.4,SSE,39.0,WNW,SSE,11.0,22.0,87.0,50.0,1020.4,1018.5,2.0,3.0,17.9,23.2,False,True,New South Wales
2010-04-03,Wollongong,16.1,21.3,0.0,,,,,SW,SE,15.0,35.0,70.0,84.0,1021.6,1021.8,,7.0,19.3,17.6,False,,New South Wales
2010-04-03,Canberra,9.2,20.8,0.0,4.2,6.8,ENE,31.0,,ENE,0.0,15.0,82.0,50.0,1022.9,1020.5,6.0,7.0,12.5,18.8,False,False,New South Wales
2010-04-03,Tuggeranong,8.6,21.7,0.0,,,E,28.0,,ENE,0.0,11.0,80.0,51.0,1022.5,1019.9,,,12.7,19.7,False,False,New South Wales
2010-04-03,Mount Ginini,,11.1,,,,ENE,28.0,,,,,,,,,,,,,,True,New South Wales
2010-04-03,Ballarat,6.4,19.5,0.0,,,SE,43.0,S,SE,17.0,22.0,98.0,58.0,1022.4,1020.6,8.0,1.0,9.9,18.9,False,False,Victoria
2010-04-03,Bendigo,10.9,22.9,0.0,3.8,,SSE,33.0,SSE,E,20.0,17.0,76.0,48.0,1021.0,1019.3,1.0,4.0,13.7,21.4,False,False,Victoria
2010-04-03,Sale,11.5,20.4,0.4,2.0,5.2,E,44.0,NNE,E,7.0,26.0,93.0,58.0,1023.6,1022.6,7.0,4.0,13.5,19.3,False,True,Victoria
2010-04-03,Melbourne Airport,11.0,21.4,0.0,4.0,9.0,SSW,31.0,W,S,9.0,17.0,79.0,57.0,1022.9,1020.9,5.0,6.0,13.2,20.0,False,False,Victoria
2010-04-03,Melbourne,13.9,24.4,0.0,4.0,9.0,SSW,31.0,W,S,9.0,17.0,72.0,47.0,1022.8,1020.3,3.0,5.0,14.9,22.5,False,False,Victoria
2010-04-03,Mildura,10.9,24.1,0.0,6.0,11.0,S,43.0,SSE,S,13.0,15.0,76.0,32.0,1022.2,1019.6,5.0,5.0,13.1,22.5,False,False,Victoria
2010-04-03,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2010-04-03,Portland Airport,10.9,16.8,0.0,4.8,2.6,SE,43.0,SE,SE,17.0,26.0,58.0,65.0,1024.8,1023.5,8.0,8.0,14.1,15.9,False,False,Victoria
2010-04-03,Watsonia,12.0,23.5,0.0,4.0,9.0,S,30.0,,S,0.0,9.0,83.0,50.0,1022.6,1020.1,5.0,6.0,13.2,22.3,False,False,Victoria
2010-04-03,Dartmoor,10.6,18.5,0.2,4.8,2.6,SE,41.0,S,SSE,13.0,24.0,75.0,67.0,1024.5,1022.9,,,13.4,17.0,False,False,Victoria
2010-04-03,Brisbane,19.1,27.6,0.0,6.0,9.3,ESE,35.0,SSE,E,11.0,11.0,62.0,59.0,1018.7,1015.4,3.0,4.0,24.6,25.9,False,False,Queensland
2010-04-03,Cairns,23.1,25.3,25.8,3.6,0.3,S,41.0,S,SSE,15.0,22.0,94.0,92.0,1011.8,1009.4,7.0,8.0,24.3,23.9,True,True,Queensland
2010-04-03,Gold Coast,19.9,26.9,0.0,,,SE,52.0,SSE,SE,30.0,35.0,66.0,67.0,1018.4,1015.4,,,24.2,25.6,False,False,Queensland
2010-04-03,Townsville,24.7,29.1,0.0,5.6,2.3,E,41.0,ESE,ESE,20.0,24.0,74.0,73.0,1013.0,1010.1,7.0,7.0,28.1,28.2,False,True,Queensland
2010-04-03,Adelaide,14.7,25.0,0.0,,7.1,ESE,54.0,W,S,4.0,9.0,55.0,33.0,1022.4,1019.3,,,15.3,24.2,False,False,South Australia
2010-04-03,Mount Gambier,9.0,19.4,0.0,4.8,2.6,SSE,43.0,SSE,SSE,22.0,26.0,62.0,56.0,1024.8,1022.6,7.0,7.0,14.5,17.9,False,False,South Australia
2010-04-03,Nuriootpa,11.1,22.4,0.0,6.6,7.5,SE,39.0,ESE,ESE,17.0,15.0,67.0,39.0,1023.1,1019.9,7.0,6.0,12.7,20.4,False,False,South Australia
2010-04-03,Woomera,17.9,31.5,0.0,10.2,9.6,NE,39.0,E,ENE,11.0,15.0,31.0,16.0,1018.8,1016.0,6.0,3.0,21.0,31.0,False,False,South Australia
2010-04-03,Albany,17.0,19.5,7.8,3.6,6.5,,,SSW,SSW,30.0,30.0,75.0,67.0,1011.8,1009.0,8.0,2.0,17.5,19.0,True,False,Western Australia
2010-04-03,Witchcliffe,10.3,21.3,0.0,,,W,48.0,SW,WSW,20.0,22.0,51.0,50.0,1013.6,1011.6,,,17.9,20.0,False,True,Western Australia
2010-04-03,RAAF Base Pearce,17.8,23.6,0.0,,8.9,WSW,48.0,S,SW,31.0,26.0,62.0,40.0,1012.5,1011.4,8.0,,18.9,22.2,False,False,Western Australia
2010-04-03,Perth Airport,18.2,22.9,0.0,7.6,8.9,S,48.0,SSW,SW,35.0,26.0,59.0,38.0,1012.6,1011.9,5.0,1.0,20.0,22.2,False,False,Western Australia
2010-04-03,Perth,18.0,22.2,0.0,7.6,8.9,S,41.0,S,SW,17.0,19.0,62.0,43.0,1012.3,1011.7,5.0,1.0,19.8,21.8,False,False,Western Australia
2010-04-03,Salmon Gums,17.3,28.4,0.0,,,SSW,43.0,ENE,SSW,20.0,31.0,68.0,58.0,,,,,21.4,25.0,False,False,Western Australia
2010-04-03,North Walpole,15.1,21.6,0.8,,,WNW,44.0,WSW,W,19.0,22.0,63.0,49.0,1011.4,1008.6,,,17.6,20.4,False,True,Western Australia
2010-04-03,Hobart,9.3,16.4,0.0,1.8,5.1,SW,35.0,NW,SSE,11.0,13.0,61.0,55.0,1026.4,1026.2,7.0,6.0,11.2,15.1,False,False,Tasmania
2010-04-03,Launceston,11.7,19.4,0.0,,,SSE,31.0,SSE,SE,15.0,11.0,69.0,44.0,1026.1,1025.4,,,12.7,18.1,False,False,Tasmania
2010-04-03,Alice Springs,13.6,30.5,0.0,7.6,11.4,E,35.0,ESE,SE,13.0,13.0,32.0,24.0,1014.6,1010.4,1.0,1.0,23.1,30.0,False,False,Northern Territory
2010-04-03,Darwin,23.9,33.0,2.8,2.0,6.7,S,54.0,W,W,19.0,24.0,77.0,65.0,1008.8,1006.2,6.0,7.0,29.9,30.5,True,True,Northern Territory
2010-04-03,Katherine,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2010-04-03,Uluru,,,,,,,,,,,,,,,,,,,,,,Northern Territory
2010-04-04,Albury Airport,12.5,24.8,0.0,,,SE,20.0,SE,N,13.0,7.0,58.0,37.0,1022.1,1018.2,7.0,,18.3,24.2,False,False,New South Wales
2010-04-04,Badgerys Creek,11.9,22.7,0.4,,,ESE,37.0,SW,SE,17.0,26.0,79.0,64.0,1023.2,1021.1,,,16.5,19.0,False,False,New South Wales
2010-04-04,Cobar,16.7,28.6,0.0,7.2,9.3,ENE,37.0,ENE,ESE,20.0,17.0,50.0,24.0,1018.9,1015.1,5.0,6.0,21.1,28.1,False,False,New South Wales
2010-04-04,Coffs Harbour,17.2,24.6,1.2,7.2,7.7,S,48.0,SW,SSE,28.0,30.0,64.0,57.0,1020.2,1016.9,7.0,3.0,20.6,23.7,True,False,New South Wales
2010-04-04,Moree,18.3,27.8,0.0,6.8,8.2,E,30.0,ENE,SSE,17.0,13.0,50.0,39.0,1018.8,1014.8,5.0,6.0,22.7,26.7,False,False,New South Wales
2010-04-04,Newcastle,15.8,23.0,0.6,,,,,SW,SW,4.0,9.0,76.0,53.0,,,2.0,4.0,20.1,21.9,False,False,New South Wales
2010-04-04,Norah Head,15.9,21.7,13.4,,,S,46.0,S,S,30.0,37.0,69.0,73.0,1022.1,1019.6,,,20.3,19.8,True,False,New South Wales
2010-04-04,Norfolk Island,18.5,24.0,0.0,3.8,10.8,SW,30.0,WSW,WSW,13.0,20.0,70.0,59.0,1011.5,1009.0,2.0,1.0,22.0,23.8,False,False,Island
2010-04-04,Penrith,15.3,22.3,0.0,,,S,30.0,S,SE,17.0,20.0,64.0,61.0,,,,,19.8,20.5,False,False,New South Wales
2010-04-04,Richmond RAAF,14.8,21.7,0.2,,,ESE,31.0,SSE,SE,17.0,24.0,66.0,60.0,1023.3,1020.0,,,19.2,21.1,False,False,New South Wales
2010-04-04,Sydney,15.4,22.4,6.8,3.2,6.6,,,W,SSE,13.0,19.0,84.0,59.0,1022.9,1020.5,6.0,6.0,17.7,20.7,True,True,New South Wales
2010-04-04,Sydney Airport,15.5,20.8,11.2,3.2,6.6,SSW,43.0,SW,SSW,20.0,28.0,84.0,75.0,1023.1,1020.7,6.0,5.0,17.6,19.4,True,True,New South Wales
2010-04-04,Wagga Wagga,14.1,23.5,0.0,5.4,6.8,ENE,43.0,ENE,NE,26.0,11.0,49.0,37.0,1022.1,1018.3,4.0,6.0,18.3,23.1,False,False,New South Wales
2010-04-04,Williamtown,15.4,22.8,2.4,5.2,5.9,SSE,46.0,SW,S,19.0,30.0,78.0,54.0,1021.4,1018.8,3.0,5.0,19.4,22.0,True,True,New South Wales
2010-04-04,Wollongong,14.7,19.5,,,,S,43.0,,SSE,,13.0,,76.0,1023.9,1021.5,,8.0,,18.5,,True,New South Wales
2010-04-04,Canberra,8.5,19.9,0.6,3.8,10.0,SSE,28.0,ESE,ENE,15.0,17.0,55.0,48.0,1024.3,1020.5,1.0,6.0,14.4,18.2,False,False,New South Wales
2010-04-04,Tuggeranong,8.4,19.9,0.4,,,NE,24.0,SSE,NNE,15.0,9.0,59.0,46.0,1024.0,1019.9,,,14.5,19.4,False,False,New South Wales
2010-04-04,Mount Ginini,2.9,10.9,3.0,,,ESE,28.0,ESE,ENE,11.0,11.0,98.0,78.0,,,,,3.9,9.4,True,False,New South Wales
2010-04-04,Ballarat,9.7,22.2,0.0,,,NNE,46.0,SE,N,7.0,22.0,69.0,52.0,1021.3,1017.4,4.0,2.0,15.7,20.3,False,False,Victoria
2010-04-04,Bendigo,12.0,24.3,0.0,3.0,,NE,48.0,E,NE,17.0,22.0,56.0,44.0,1021.2,1017.3,1.0,6.0,18.3,23.5,False,False,Victoria
2010-04-04,Sale,7.7,23.1,2.0,2.8,6.6,E,41.0,ENE,E,11.0,30.0,69.0,44.0,1024.5,1020.2,1.0,1.0,16.8,20.2,True,False,Victoria
2010-04-04,Melbourne Airport,9.9,25.6,0.0,4.4,9.7,N,33.0,W,N,4.0,20.0,71.0,38.0,1022.1,1017.3,5.0,6.0,15.8,24.8,False,False,Victoria
2010-04-04,Melbourne,12.7,25.8,0.0,4.4,9.7,N,33.0,W,N,4.0,20.0,67.0,40.0,1022.0,1016.9,4.0,6.0,15.8,25.1,False,False,Victoria
2010-04-04,Mildura,9.9,26.3,0.0,4.0,7.4,N,20.0,SE,NNE,4.0,9.0,64.0,30.0,1018.9,1015.3,7.0,5.0,16.0,26.0,False,False,Victoria
2010-04-04,Nhil,,,,,,,,,,,,,,,,,,,,,,Victoria
2010-04-04,Portland Airport,12.7,22.2,0.0,3.0,7.8,ESE,33.0,ENE,ESE,20.0,17.0,78.0,59.0,1021.0,1016.8,,,14.9,21.4,False,False,Victoria
2010-04-04,Watsonia,10.4,25.8,0.0,4.4,9.7,N,20.0,NE,NNE,6.0,9.0,80.0,39.0,1022.0,1017.1,5.0,6.0,14.7,25.3,False,False,Victoria
2010-04-04,Dartmoor,10.3,25.2,0.0,3.0,7.8,SE,28.0,E,E,19.0,13.0,84.0,49.0,1020.1,1015.6,,,15.5,24.2,False,False,Victoria
2010-04-04,Brisbane,18.9,26.5,0.0,6.0,8.7,ESE,31.0,SSW,ESE,7.0,11.0,61.0,54.0,1018.6,1015.6,3.0,3.0,23.6,26.2,False,False,Queensland
2010-04-04,Cairns,22.9,26.6,55.6,1.8,0.0,SSE,33.0,SSE,SSE,15.0,20.0,96.0,93.0,1012.0,1009.1,8.0,8.0,23.5,23.8,True,True,Queensland
2010-04-04,Gold Coast,19.9,26.4,0.0,,,SSE,54.0,S,S,26.0,22.0,59.0,55.0,1018.1,1015.7,,,24.1,25.4,False,False,Queensland
2010-04-04,Townsville,23.3,29.4,1.2,4.8,1.1,E,43.0,SE,E,20.0,28.0,78.0,61.0,1013.0,1010.0,7.0,7.0,25.8,28.9,True,False,Queensland
2010-04-04,Adelaide,15.2,28.4,0.0,,8.7,SW,24.0,NNE,SW,11.0,15.0,35.0,28.0,1017.8,1013.9,,,22.1,27.2,False,False,South Australia
2010-04-04,Mount Gambier,9.6,25.3,0.0,3.0,7.8,SSW,30.0,ENE,NNE,15.0,7.0,81.0,39.0,1020.0,1015.5,7.0,7.0,15.6,24.2,False,False,South Australia
2010-04-04,Nuriootpa,12.7,27.1,0.0,5.2,8.4,E,22.0,ENE,NW,15.0,6.0,43.0,26.0,1018.6,1014.3,5.0,6.0,18.7,26.4,False,False,South Australia
2010-04-04,Woomera,17.5,30.9,0.0,12.0,10.0,NE,31.0,ENE,NE,20.0,11.0,32.0,18.0,1016.5,1011.9,2.0,2.0,23.6,29.7,False,False,South Australia
